id,name,ticker,trading_type,settlement_type,enabled,description
91,ETF Mercados Emergentes,EEM,CEDEARS,ONE_WORKING_DAY,true,iShares MSCI Emerging Markets ofrece resultados de inversión que generalmente corresponden al precio y rendimiento del índice MSCI Emerging Markets. Este índice mide el rendimiento de los mercados emergentes del mundo. Las empresa que forman parte del indice deben cumplir con criterios objetivos para su inclusión.
489,ETF Acciones Globales Desarrolladas,EFA,CEDEARS,ONE_WORKING_DAY,true,Invierte en mercados desarrollados fuera de EE.UU. y Canadá.
401,Equinor ASA,EQNR,CEDEARS,ONE_WORKING_DAY,true,"Equinor ASA es una compañía petrolera que abarca tanto la exploración como la producción, refinamiento y la posterior comercialización de este último. Cuenta con su sede principal en Noruega."
412,ETF Ethereum,ETHA,CEDEARS,ONE_WORKING_DAY,true,"El iShares Ethereum trust tiene el objetivo de reflejar la variacion de precio del Ether, criptomoneda principal de la blockchain Ethereum."
471,ETF Japón,EWJ,CEDEARS,ONE_WORKING_DAY,true,"Sigue al índice MSCI Japan, permitiendo invertir en grandes y medianas compañías japonesas."
37,ETF Brasil,EWZ,CEDEARS,ONE_WORKING_DAY,true,"iShares MSCI Brasil es un ETF que busca replicar los resultados de inversión que corresponden al mercado brasilero, y siguen al índice MSCI."
82,Ford,F,CEDEARS,ONE_WORKING_DAY,true,"Ford Motor Company es un productor de automóviles y camiones. Además es poseedora de distintas subsidiarias que permiten la financiación de vehículos, como también leasing y seguros."
439,FedEx,FDX,CEDEARS,ONE_WORKING_DAY,true,"FedEx Corporation entrega paquetes y fletes a varios países y territorios a través de una red global integrada. Ofrece entrega rápida y de carga en todo el mundo y soluciones de pequeñas paquetes, transportes regionales, gestión de la cadena de suministro, servicios de corretaje aduanero, facilitación comercial y comercio electrónico."
232,First Solar,FSLR,CEDEARS,ONE_WORKING_DAY,true,"First Solar, Inc. proporciona soluciones de energía solar fotovoltaica (PV) en los Estados Unidos, Japón, Francia, Canadá, India, Australia e internacionalmente. La compañía diseña, fabrica y vende módulos solares de Cadmium Telluride que convierte la luz solar en electricidad. Sirve a desarrolladores y operadores de sistemas, servicios públicos, productores de energía independientes, empresas comerciales e industriales y otros propietarios de sistemas."
416,ETF China Gran Capitalización,FXI,CEDEARS,ONE_WORKING_DAY,true,"El iShares China Large-Cap ETF es un fondo que sigue el índice FTSE China 50, e invierte en empresas de alta capitalización bursatil de China."
492,ETF Mineras de Oro,GDX,CEDEARS,ONE_WORKING_DAY,true,"Invierte en acciones de empresas globales que se dedican a la extracción de oro. No invierte directamente en el metal, sino en compañías como Barrick Gold y Newmont."
214,General Electric,GE,CEDEARS,ONE_WORKING_DAY,true,"General Electric Company opera como una empresa industrial de alta tecnología a nivel mundial. Ofrece turbinas de gas y vapor, equilibrio total de plantas, actualizaciones y soluciones de servicio. La compañía también ofrece varias soluciones para sus clientes mediante la combinación de viento en tierra y en alta mar, fabricación de cuchillas, soluciones de cuadrícula, hidroeléctricas, almacenamiento, renovables híbridas y servicios digitales."
413,Gold ETF,GLD,CEDEARS,ONE_WORKING_DAY,true,El SPDR Gold Shares busca reflejar la evolución del precio del oro. Ofrece a los inversores una forma rentable de invertir en oro sin necesidad de comprar y almacenar físicamente lingotes de oro.
67,Globant,GLOB,CEDEARS,ONE_WORKING_DAY,true,"Globant es una empresa de innovación, diseño e ingeniería a gran escala originaria de Argentina que opera en más de 14 países. Incluye desarrollo de aplicación, manejo de infraestructura tecnológica y mantenimiento de aplicaciones."
236,General Motors,GM,CEDEARS,ONE_WORKING_DAY,true,"General Motors Company fundada en 1908 diseña, construye y vende camiones, automóviles y autopartes. En paralelo proporciona servicios y suscripciones de software en todo el mundo. Comercializa sus vehículos principalmente bajo las marcas Buick, Cadillac, Chevrolet, GMC, Baojun y Wuling. Por otro lado, ofrece mantenimiento, reparaciones de luz, reparaciones de choques, accesorios de vehículos y garantías de servicio extendidas; y servicios de seguridad. Además, la compañía brinda servicios de conectividad para que los propietarios controlen de forma remota sus vehículos."
8,Google,GOOGL,CEDEARS,ONE_WORKING_DAY,true,"Alphabet es una empresa multinacional estadounidense que desarrolla productos y servicios relacionados con internet, software, dispositivos electrónicos y otra tecnologías. También forma parte de industrias como la biotecnología, salud y telecomunicaciones. Sus principales subsidiarias con Google, un motor de búsqueda, YouTube, servicios de entretenimiento audiovisual, Google Maps, servicios de ubicaciones geográficas, Gmail, uno de los principales medios de comunicación de correo electrónico, entre otras."
431,Geopark,GPRK,CEDEARS,ONE_WORKING_DAY,true,"Geopark Limited es una empresa de prospección y producción de petróleo y gas. Posee, opera y produce propiedades en Chile, Colombia, Brasil y Argentina."
221,Goldman Sachs,GS,CEDEARS,ONE_WORKING_DAY,true,"Goldman Sachs Group, Inc. ofrece una gama de servicios financieros para corporaciones, instituciones financieras, gobiernos e individuos en todo el mundo. Opera a través de cuatro segmentos: banca de inversión, mercados globales, gestión de activos y gestión de consumo y patrimonio."
398,Goodyear Tire & Rubber,GT,CEDEARS,ONE_WORKING_DAY,true,"Goodyear Tire & Rubber Co. Es una empresa con sede en Estados Unidos que cuenta con presencia en todo el globo. Su principal foco está en el desarrollo, producción y comercialización de neumáticos."
452,Halliburton,HAL,CEDEARS,ONE_WORKING_DAY,true,"Halliburton Company provee servicios de energía, construcción e ingeniería, así como fabrica productos para la industria de energía. Ofrece servicios, productos y soluciones integradas a clientes en la exploración, desarrollo, y extracción de petróleo y gas natural."
440,Honda Motor Co.,HMC,CEDEARS,ONE_WORKING_DAY,true,"Honda Motor Co., Ltd. desarrolla, fabrica y distribuye motocicletas, automóviles y productos eléctricos, como generadores y maquinaria agrícola. También opera una empresa emisora de créditos financieros. Cuenta con fábricas en Estados Unidos, Canadá, Reino Unido, Francia, Italia, España, Brasil, México, India y Tailandia."
224,Harmony Gold Mining Company,HMY,CEDEARS,ONE_WORKING_DAY,true,"Harmony Gold Mining Company Limited se involucra en la exploración, extracción y procesamiento de oro. La compañía también posee intereses en Hidden Valley, una mina de oro y plata de pozo abierto y el proyecto Wafi-Golpu ubicado en la provincia de Morobe en Papua Nueva Guinea. Harmony Gold Mining Company Limited se incorporó en 1950 y tiene su sede en Randfontein, Sudáfrica."
531,Robinhood,HOOD,CEDEARS,ONE_WORKING_DAY,true,"Robinhood Markets Inc. es una empresa estadounidense de servicios financieros que ofrece una plataforma digital para invertir en acciones, ETFs y criptomonedas sin comisiones. Opera principalmente en Estados Unidos y busca hacer que invertir sea accesible y simple para todos."
86,Hut 8 Corp,HUT,CEDEARS,ONE_WORKING_DAY,true,Hut 8 Mining es una empresa de minería de criptomonedas. Posee servidores que validan transacciones de bitcoin y obtiene criptomonedas.
418,ETF Biotecnología,IBB,CEDEARS,ONE_WORKING_DAY,true,"Este ETF se centra en el sector biotecnológico, proporcionando acceso a empresas que desarrollan productos y tecnologías innovadoras en el campo de la salud."
415,ETF Bitcoin,IBIT,CEDEARS,ONE_WORKING_DAY,true,"El iShares Bitcoin trust tiene el objetivo de reflejar la variacion de precio del Bitcoin, criptomoneda de la blockchain Bitcoin."
229,International Business Machines,IBM,CEDEARS,ONE_WORKING_DAY,true,"International Business Machines Corporation ofrece soluciones y servicios integrados en todo el mundo. La compañía opera a través de cuatro segmentos comerciales: software, consultoría, infraestructura y financiamiento. El segmento de infraestructura proporciona soluciones de servidor y almacenamiento basadas en la nube y en la nube para las cargas de trabajo misioneras y reguladas de sus clientes; y servicios de soporte y soluciones para infraestructura en la nube híbrida, así como servicios de remanufactura y remarketing para equipos usados."
490,ETF Mercados Emergentes MSCI,IEMG,CEDEARS,ONE_WORKING_DAY,true,"Proporciona exposición a empresas de gran, mediana y pequeña capitalización en mercados emergentes globales (como China, India, Brasil, etc.)."
417,ETF Europa,IEUR,CEDEARS,ONE_WORKING_DAY,true,"Un ETF que ofrece exposición a empresas de gran y mediana capitalización en Europa, permitiendo diversificar las inversiones en el mercado europeo."
470,ETF Mediana Capitalización,IJH,CEDEARS,ONE_WORKING_DAY,true,"Replica el índice S&P MidCap 400, ofreciendo exposición a empresas medianas estadounidenses en crecimiento."
11,INTEL,INTC,CEDEARS,ONE_WORKING_DAY,true,"Intel Corporation fabrica circuitos integrados semiconductores. Fabrica productos como chips, microprocesadores, memoria flash y más. Estos procesadores los podemos encontrar tanto en computadores personales como profesionales y son una pieza fundamental para el correcto funcionamiento de computadoras, móviles y otros equipos electrónicos."
399,Intuitive Surgical Inc.,ISRG,CEDEARS,ONE_WORKING_DAY,true,"Intuitive Surgical Inc. es una empresa estadounidense que desarrolla y produce soluciones robóticas asistidas para intervenciones quirúrgicas, entre estos productos se encuentra Da Vinci Surgical, entre otros."
499,iShares Aeroespacial y Defensa de EE. UU. (ITA),ITA,CEDEARS,ONE_WORKING_DAY,true,"ETF que invierte en compañías estadounidenses de los sectores aeroespacial y defensa (fabricantes de aviones, equipamiento militar, contratistas)."
434,Banco Itau,ITUB,CEDEARS,ONE_WORKING_DAY,true,"Itau Unibanco Holding S.A. capta depósitos y ofrece servicios bancarios minoristas, comerciales, corporativos y particulares. Ofrece préstamos de consumo, gestión financiera, seguros, planes de pensiones, servicios de tesorería, hipotecas, arrendamiento financiero, corretaje de valores y cambio de divisas."
420,ETF Value S&P 500,IVE,CEDEARS,ONE_WORKING_DAY,true,"Este ETF invierte en acciones del segmento ""value"" del S&P 500, es decir, empresas que se consideran subvaloradas en relación con su rendimiento fundamental."
421,ETF Growth S&P 500,IVW,CEDEARS,ONE_WORKING_DAY,true,"Este ETF invierte en acciones del segmento ""growth"" del S&P 500, es decir, empresas que se espera que tengan un crecimiento superior al promedio del mercado."
89,ETF Russell 2000,IWM,CEDEARS,ONE_WORKING_DAY,true,"El ETF IWM ofrece exposición al índice Russell 2000, el cual está compuesto por acciones estadounidense de baja capitalización bursátil. Es uno de los ETF con mayor volatilidad, presentando oportunidades de altos rendimientos pero conllevando niveles de riesgo más altos."
366,Jumia,JMIA,CEDEARS,ONE_WORKING_DAY,true,"Jumia Technologies AG es la empresa de e-commerce líder en el contintente africano. Es también proveedora de soluciones logísticas, de entrega y envío a nivel global."
218,Johnson & Johnson,JNJ,CEDEARS,ONE_WORKING_DAY,true,"Johnson & Johnson, junto con sus subsidiarias, investiga y desarrolla, fabrica y vende varios productos en el campo de la salud en todo el mundo. Cubre diversos segmentos que van desde productos para el cuidado del bebé, cuidado oral, salud y belleza, entre otros."
211,JPMorgan Chase & Co,JPM,CEDEARS,ONE_WORKING_DAY,true,"JPMorgan Chase & Co. opera como una empresa de servicios financieros en todo el mundo a través de cuatro segmentos: Banca Minorista, Banca Corporativa, Banca Comercial (CB) y Administración de Activos Financieros."
13,Coca Cola,KO,CEDEARS,ONE_WORKING_DAY,true,"The Coca-Cola Company es un conglomerado que fabrica, distribuye y comercializa bebidas sin alcohol, concentrados y jarabes en todo el mundo. Sus bebidas se venden en más de 200 países y las más conocidas son Coca Cola, Fanta y Sprite. La empresa está activa y comercializa la gaseosa desde 1891, más de 130 años de historia, siendo una de las empresas más estables y con más antigüedad en el mundo."
304,Lithium Americas Corp,LAC,CEDEARS,ONE_WORKING_DAY,true,Lithium Americas Corp se dedica a la exploración y desarrollo de distintas propiedades del litio. Posee inverseiones en derechos de exploración y explotación a lo largo de EEUU y Canadá.
370,Eli Lilly and Company,LLY,CEDEARS,ONE_WORKING_DAY,true,"Eli Lilly and Company desarrolla, descubre, fabrica y vende productos farmacéuticos para humanos y animales en todo el mundo. Sus productos abarcan distintas áreas como son neurología, endocrinología, anti infecciosos, agentes cardiovasculares, oncología y de sanidad de animales."
449,Lockheed Martin,LMT,CEDEARS,ONE_WORKING_DAY,true,"Lockheed Martin Corporation es una empresa global de seguridad que primariamente estudia, diseña, desarrolla, fabrica, e integra productos y servicios tecnológicos y avanzados. Sus negocios comprenden el espacio, telecomunicaciones, electrónica, información y servicios, aeronáutica, energía y sistemas de integración. Opera en todo el mundo."
486,Lam Research,LRCX,CEDEARS,ONE_WORKING_DAY,true,"LAM Research produce equipos que se utilizan para fabricar semiconductores. También se centra en los mercados de grabado, deposición y limpieza. Vende sus productos a empresas como: Samsung Electronics y Taiwan Semiconductor Manufacturing."
81,Mastercard,MA,CEDEARS,ONE_WORKING_DAY,true,"MasterCard Incorporated es una empresa de tecnología que proporciona procesamiento de transacciones y otros productos y servicios relacionados con pagos tanto dentro como fuera de Estados Unidos. Facilita el procesamiento de transacciones de pago, incluida la autorización, compensación y liquidación de los movimientos."
14,Mcdonald's,MCD,CEDEARS,ONE_WORKING_DAY,true,"McDonald's Corporation es operador de franquicias de los restaurantes McDonald's, uno de los restaurantes de comida rápida más conocido del mundo que tiene presencia en más de 100 países."
312,Mondelez Internacional,MDLZ,CEDEARS,ONE_WORKING_DAY,true,"Mondelez International Inc. es una empresa de alimentos y bebidas. Fabrica y comercializa productos alimentarios envasados, como aperitivos, bebidas, queso, comidas preparadas y otros productos de alimentación envasados. Vende sus productos en todo el mundo."
9,Mercado Libre,MELI,CEDEARS,ONE_WORKING_DAY,true,"Mercado Libre es una empresa dedicada al comercio electrónico como principal actividad. Cuenta con operaciones en varios paises de latinoamerica como Argentina, Brasil, Chile y otros. También posee Mercadopago, un servicio financiero de pagos y cobros. Dentros de los servicios que ofrece permite a los vendedores optar por Mercado Envíos, que almacena y distribuye los productos comercializados en la plataforma. Empezó a cotizar en el Nasdaq en agosto de 2007."
3,Meta Platforms,META,CEDEARS,ONE_WORKING_DAY,true,"Meta Platforms Inc ofrece productos para conectarse y compartir contenido a través de dispositivos electrónicos alrededor del mundo. Facebook, Instagram, Messenger, WhatsApp y Oculus forman parte del grupo. Facebook permite conectar y brindar una vía de comunicación entre personas de todo el mundo. Instagram es una comunidad para compartir fotos, videos, mensajes y hasta ofrece servicios de tienda. Messenger es una aplicacion de mensajeria al igual que WhatsApp. Oculus es su más reciente desarrollo, un ecosistema que permite conectar a las personas pero a través de realidad virtual."
371,3M,MMM,CEDEARS,ONE_WORKING_DAY,true,"3M Company opera telecomunicaciones, mercados de electrónica, industriales, entre otros. Sus negocios abarcan operaciones manufactureras, tecnología, canales de mercadotecnia, entre otros recursos."
369,Altria Group,MO,CEDEARS,ONE_WORKING_DAY,true,"Altria Group, Inc. es un conglomerado. Vende y fabrica cigarros y otros productos de tabaco. ​Posee la marca Malboro a través de Philip Morris."
450,Merck,MRK,CEDEARS,ONE_WORKING_DAY,true,"Merck & Co., Inc. es una empresa de atención sanitaria global que ofrece medicamentos recetados, vacunas, terapias biológicas, veterinaria y parafarmacia, los cuales comercializa directamente y mediante capitales de riesgo. Opera en el ámbito farmacéutico, veterinario y de la parafarmacia."
305,Marvell,MRVL,CEDEARS,ONE_WORKING_DAY,true,"Marvell Technology, Inc. desarrolla y produce semiconductores y tecnología relacionada. Ofrece soluciones de seguridad y redes, procesamiento de datos seguros, redes y almacenamiento. Cuenta con presencia global."
12,Microsoft,MSFT,CEDEARS,ONE_WORKING_DAY,true,"Microsoft Corporation desarrolla, fabrica, licencia y apoya una gran variedad de productos de software para equipo de informática. Su servicio operativo lo podemos encontrar más que nada en computadoras tanto personas como profesionales y permite el uso de distintos software como Excel, Word, PowerPoint y otros. También forma parte del sector de gaming con productos como Xbox y periféricos. En el último tiempo ha comprado y desarrollado varios videojuegos para el sector."
394,MicroStrategy,MSTR,CEDEARS,ONE_WORKING_DAY,true,MicroStrategy Incorporated ofrece software de inteligencia de negocios y servicios relacionados junto a una plataforma que permite implementar soluciones web de informes y análisis.
6,Netflix,NFLX,CEDEARS,ONE_WORKING_DAY,true,"Netflix Inc es una plataforma de entretenimiento audiovisual por streaming. Ofrece la posibilidad de ver documentales, series, películas y más de distintos géneros e idiomas. Su última incorporación a la app consta de la posibilidad de ver videos cortos de las series y películas más vistas."
215,Nio,NIO,CEDEARS,ONE_WORKING_DAY,true,"Nio Inc. diseña, desarrolla, fabrica y vende vehículos eléctricos inteligentes en China. La compañía también participa en la provisión de paquetes de energía y servicio a sus usuarios, actividades de diseño y desarrollo tecnológico, fabricación de epowertrains, baterías y componentes y actividades de gestión de ventas y posteriores."
233,Nike,NKE,CEDEARS,ONE_WORKING_DAY,true,"Nike, Inc., junto con sus subsidiarias, diseña, desarrolla y vende calzado, ropa, equipos y accesorios de hombres, mujeres y niños en todo el mundo. La compañía ofrece calzado atlético y casual, ropa y accesorios bajo la marca registrada de Jumpman y zapatillas casuales, ropa y accesorios bajo el Converse, Chuck Taylor, All Star, One Star, Star Chevron y Jack Purcell Marks. Además, vende una línea de equipos de rendimiento y accesorios como ser bolsas, calcetines, balones, gafas, relojes, dispositivos digitales, entre otros."
469,ServiceNow,NOW,CEDEARS,ONE_WORKING_DAY,true,Plataforma en la nube que permite automatizar flujos de trabajo en grandes empresas.
302,Nubank,NU,CEDEARS,ONE_WORKING_DAY,true,"NU Holdings Ltd. opera como una sociedad de cartera. Mediante sus subsidiarias, provee préstamos y servicios de banca digital, además de emitir, gestionar, procesar y transferir pagos a tarjetas de crédito de pospago e inversiones en acciones en otras entidades. Atiende a clientes en todo el mundo brindandoles acceso al sistema financiero."
10,Nvidia,NVDA,CEDEARS,ONE_WORKING_DAY,true,"NVIDIA corporation es una empresa de computación visual. Opera en el segmento de GPU (Unidad de Procesamiento Gráfico) y en procesador Tegra (chip para dispositivos móviles, tabletas y otros). EL segmento de GPU ofrece procesadores como los geforce, utilizado generalmente en juegos de pc y pc de uso general. Forma parte de sectores como investigación científica, desarrollo de inteligencia artificial, procesamientos para minado de criptomonedas, desarrollo de pilas y baterias para automoviles de autoconducción."
437,Oracle,ORCL,CEDEARS,ONE_WORKING_DAY,true,"Oracle Corporation suministra software para gestionar información de empresas. Ofrece bases de datos y servidores, herramientas de desarrollo de aplicaciones y toma de decisiones y aplicaciones para empresas ejecutados en ordenadores de red, asistentes digitales personales, decodificadores, PC, terminales, miniordenadores, ordenadores centrales y ordenadores en paralelo"
400,O'Reilly Automotive,ORLY,CEDEARS,ONE_WORKING_DAY,true,O'Reilly Automotive Inc. es una empresa estadounidense que se dedica al comercio minorista de autopartes y productos relacionados al mercado automotriz.
238,Pan American Silver Corp,PAAS,CEDEARS,ONE_WORKING_DAY,true,"Pan American Silver Corp es una compania minera con base en Canadá y operaciones a lo largo de Latinoamérica. Se involucra en la exploración, el desarrollo de las minas, la extracción, procesamiento, refinación y recuperación de minas de plata, oro, zinc, plomo y cobre."
306,PagSeguro Digital,PAGS,CEDEARS,ONE_WORKING_DAY,true,"Pagseguro Digital Ltd, a través de sus subsidiarias, brinda soluciones y servicios de tecnología financiera para consumidores, y empresas de distintos tamaños en Brasil y también a escala internacional."
451,Palo Alto Networks,PANW,CEDEARS,ONE_WORKING_DAY,true,"Palo Alto Networks, Inc. proporciona soluciones de seguridad por Internet. Ofrece firewalls que identifican y controlan aplicaciones, exploran contenido para detener amenazas, evitan la fuga de datos y visibilidad integrada de aplicaciones, usuarios y contenido. Atiende a clientes en todo el mundo."
203,Petrobras,PBR,CEDEARS,ONE_WORKING_DAY,true,"Petrobras es una compania de energia integrada controlada por el gobierno brasileño. Su actividad principal se basa en la exploracion y produccion de petroleo y gas en campos de alta mar. Además de explorar y producir, comerciar y transportar el petróleo crudo a lo largo del todo el país."
475,PDD Holdings,PDD,CEDEARS,ONE_WORKING_DAY,true,Conglomerado chino de comercio electrónico que controla plataformas como Pinduoduo y Temu.
226,PepsiCo,PEP,CEDEARS,ONE_WORKING_DAY,true,"PepsiCo, Inc. fabrica, mercado, distribuye y vende varias bebidas y alimentos convenientes en todo el mundo. La compañía  proporciona salsas, bocadillos con sabor a queso y spreads, así como chips de maíz, papa y tortilla; cereales, arroz, pasta, mezclas y jarabes, barras de granola, sémola, avena, pasteles de arroz, simplemente granola y guarniciones; concentrados de bebidas, jarabes fuente y productos terminados; té, café y jugos listos para beber; productos lácteos; y fabricantes de agua y productos relacionados."
365,Pfizer,PFE,CEDEARS,ONE_WORKING_DAY,true,"Pfizer Inc. es una empresa farmacéutica con alcance global. Ofrece vacunas, dispositivos medícos, medicamentos y productos sanitarios de consumo para los sectores de oncología, entre otros."
101,Procter & Gamble,PG,CEDEARS,ONE_WORKING_DAY,true,"La Procter & Gamble Company (P & G) produce y comercializa bienes de consumo de productos de marca. La Compañía comercializa sus productos en más de 180 países. La compañía está organizada en cinco unidades de negocio a nivel global: Salud, Cuidado del hogar y limpieza, Alimentos y bebidas, Papel y Productos de belleza. En su portafolio de marcas se destacan a nivel global Gillette, Pampers, Head & Shoulders, Pantene, Ariel y Vicks."
303,Palantir Technologies,PLTR,CEDEARS,ONE_WORKING_DAY,true,"Palantir Technologies Inc. desarrolla software para analizar información. Ofrece soluciones que respaldan muchos tipos de datos, incluyendo datos estructurados, no estructurados, relacionados, temporales y geoespaciales. Atiende a clientes en todo el mundo."
473,ETF Inverso del Nasdaq 100,PSQ,CEDEARS,ONE_WORKING_DAY,true,Este ETF está diseñado para ganar valor cuando el Nasdaq-100 cae. Útil para cobertura en contextos bajistas.
99,PayPal,PYPL,CEDEARS,ONE_WORKING_DAY,true,"PayPal Holdings, Inc. opera como una plataforma tecnológica de pagos digitales que permite pagos móviles y digitales a consumidores y comerciantes de todo el mundo. La plataforma de pagos de la compañía permite a los consumidores enviar pagos, retirar fondos a sus cuentas bancarias y mantener saldos en sus cuentas de PayPal en diversas monedas. También ofrece servicios de pasarela que permiten a los comerciantes aceptar pagos en línea con tarjetas de crédito o débito."
231,Qualcomm,QCOM,CEDEARS,ONE_WORKING_DAY,true,"QUALCOMM Incorporated diseña, desarrolla, fabrica y comercializa productos y servicios de telecomunicaciones digitales. El segmento de QTL otorga licencias para utilizar partes de su cartera de propiedad intelectual, que incluye los derechos de patente útiles en la fabricación y venta de diversos productos inalámbricos, como los productos de aplicación CDMA2000, WCDMA, TDD CDMA, GSM / GPRS / EDGE, y las normas OFDMA, así como sus derivados."
35,ETF Nasdaq 100,QQQ,CEDEARS,ONE_WORKING_DAY,true,El Nasdaq 100 Trust Series I es un conjunto de inversiones destinado a proveer un resultado de inversión que intente reflejar el rendimiento del índice Nasdaq 1. Este índice está compuesto por las 100 compañías no financieras de mayor capitalización y volumen de operación que cotizan en el Nasdaq.
309,Ferrari,RACE,CEDEARS,ONE_WORKING_DAY,true,"Ferrari NV diseña y fabrica automóviles deportivos. Ofrece vehículos nuevos y usados, programas de garantía, programas financieros y mantenimiento, además de relojes, ropa, auriculares, gorras y otros accesorios. Comercializa sus productos en todo el mundo."
83,Roblox,RBLX,CEDEARS,ONE_WORKING_DAY,true,"Roblox Corporation desarrolla y opera una plataforma de entretenimiento en línea. La aplicación permite a los usuarios explorar extensos mundos digitales en 3D. Al mismo tiempo permite a desarrolladores a crear, publicar y experimentar nuevas funcionalidades para el juego."
374,Rio Tinto Company Limited,RIO,CEDEARS,ONE_WORKING_DAY,true,"Rio Tinto PLC es una empresa minera con presencia global. Centra sus actividades principales en la extracción de aluminio, boratos, cobre, oro, mineral de hierro, plomo, plata, entre otros."
318,Riot Platforms,RIOT,CEDEARS,ONE_WORKING_DAY,true,"Riot Platforms, Inc. opera como una empresa de minería de bitcoins. Se centra en la compra de criptomonedas y negocios de blockchain, además de apoyar a empresas de tecnología del rubro."
315,Roku,ROKU,CEDEARS,ONE_WORKING_DAY,true,"Roku, Inc. desarrolla, suministra y vende sistemas de entretenimiento y medios digitales. Ofrece dispositivos inalámbricos que transmiten contenido de audio y vídeo de Internet a los sistemas de entretenimiento domésticos de los clientes."
94,Satellogic,SATL,CEDEARS,ONE_WORKING_DAY,true,"Satellogic es una empresa argentina fundada en 2010 especializada en satélites especializada en observación de la tierra con el fin de remapear el mapa de la tierra cada determinado cantidad de tiempo permitiendo al acceso y soluciones a los consumidores de la información. Su objetivo es democratizar el acceso a la información geoespacial para mejorar problemas del mundo como cambios climáticos, energia y mas."
234,Starbucks,SBUX,CEDEARS,ONE_WORKING_DAY,true,"Starbucks Corporation, junto con sus subsidiarias, opera como tostador, comercializador y minorista de café especializado en todo el mundo. La compañía opera a través de tres segmentos: América del Norte, International y el desarrollo de canales. Sus tiendas ofrecen bebidas de café y té, frijoles enteros tostados y cafés molidos, productos de un solo servicio y bebidas listas para beber y varios productos alimenticios, como pasteles, sándwiches de desayuno y artículos para el almuerzo."
97,Sea,SE,CEDEARS,ONE_WORKING_DAY,true,"Sea Limited, tiene negocios de entretenimiento digital, comercio electrónico y servicios financieros digitales en el sudeste asiático, América Latina, el resto de Asia e internacionalmente. Proporciona la plataforma de entretenimiento digital de Garena para que los usuarios accedan a juegos en línea para dispositivos móviles y PC, entre otras cosas. La compañía también opera la plataforma de comercio electrónico Shopee, un mercado centrado en dispositivos móviles que ofrece servicios de venta e infraestructura de logística y pagos integrados. Además, ofrece servicios financieros digitales SeaMoney a particulares y empresas, incluidos los servicios de pago y billetera móvil."
414,ETF Inverso S&P 500,SH,CEDEARS,ONE_WORKING_DAY,true,El ProShares Short S&P500 busca rendimientos diario de inversión que correspondan al inverso del rendimiento diario del índice S&P500.
375,Shell,SHEL,CEDEARS,ONE_WORKING_DAY,true,Shell PLC refina y explora derivados del petróleo. Importa y produce combustibles y opera redes de estaciones de servicio a lo largo de todo el mundo.
96,Shopify,SHOP,CEDEARS,ONE_WORKING_DAY,true,"Shopify, Inc. opera una plataforma de comercio basada en la nube diseñada para pequeñas y medianas empresas. Los comerciantes utilizan su software para ejecutar negocios en todos los canales de venta, incluidos web, tabletas y móviles, redes sociales y tiendas físicas. La plataforma de la firma proporciona a los comerciantes una visión única de los negocios y los clientes y les permite administrar productos e inventario, procesar pedidos y pagos, crear relaciones con los clientes y aprovechar el análisis e informes. Se centra en las soluciones de comerciante y suscripción."
307,Shapeways Holdings Inc,SHPW,CEDEARS,ONE_WORKING_DAY,true,"Shapeways Holdings, Inc. (SHPW) pertenece a la industria de fabricación digital, específicamente a la fabricación aditiva (impresión 3D) y plataformas de fabricación bajo demanda. La empresa ofrece servicios para transformar diseños digitales en productos físicos a través de su plataforma."
87,Silvergate Capital Corp (suspendida),SI,CEDEARS,ONE_WORKING_DAY,true,"El día 11/05/2023 se dispuso la interrupción transitoria de la negociación del CEDEAR SI en el mercado Bolsas y Mercados Argentinos S.A. (BYMA), en virtud de lo informado por la emisora en relación con la suspensión del listado de las acciones de Silvergate Capital Corporation en su mercado de origen. Es decir que el CEDEAR SI no puede negociarse en BYMA y no se va a poder comprar ni vender. Te estaremos avisando las próximas novedades al respecto."
444,Compania siderurgica nacional,SID,CEDEARS,ONE_WORKING_DAY,true,"Cia. Siderúrgica Nacional S.A. (CSN) fabrica hierro y acero en Brasil. La empresa opera minas, una acería integrada, centros de reparaciones, puertos y ferrocarriles. CSN fabrica y distribuye laminados en caliente, laminados en frío y productos de acero galvanizado a las industrias del automóvil, piezas de automoción, construcción civil, equipos eléctricos y embalaje."
453,SLB Ltd,SLB,CEDEARS,ONE_WORKING_DAY,true,"SLB Ltd, que opera como SLB, ofrece servicios de yacimientos petrolíferos. Amplia nuevos sistemas energéticos, ofrece tecnología digital a escala, innova en petróleo y gas, y descarboniza industrias con sus productos y servicios, y ofrece soluciones de aprovechamiento de energía geotérmica, rendimiento de datos de empresa y eliminación de metano. Opera mundialmente."
472,ETF Plata,SLV,CEDEARS,ONE_WORKING_DAY,true,"Refleja el precio de la plata física, ideal para cobertura ante inflación o exposición a metales sin la necesidad de comprar y almacenar el metal físico."
476,ETF Semiconductores,SMH,CEDEARS,ONE_WORKING_DAY,true,"ETF de semiconductores, un componente clave de la inteligencia artificial. Con empresas como NVIDIA, AMD, Intel. Alta volatilidad, exposición directa al sector tech/chips."
